County,LAT,LON,Event,date,Place,Deaths†,Injured†,Missing†,Houses Destroyed†,Houses Damaged†,Victims†,Affected†,Relocated†,Evacuated†,Damages in crops Ha.†,Comments
WAJIR,2.006964859,40.53567033,FLOOD,7/11/2008,,,,,,,,,,,,
SAMBURU,2.007718846,36.97267599,DROUGHT,1/3/2011,Rongai,,,,,,,,,,,
TURKANA,2.070760644,35.53582207,FLOOD,6/1/2010,Nakwamoru Irrigation Scheme,,,,,,,,,,,
TURKANA,2.230128729,36.1715999,FLOOD,9/3/2010,Turkana East,,,,,,,300,,,,More than 300 households moved to higher ground
TURKANA,2.230128729,36.1715999,FLOOD,1/7/2010,Lopii,,,,874,,,,,,,
TURKANA,2.230128729,36.1715999,FLOOD,1/7/2010,Elelea,,,,580,,,,,,,
TURKANA,2.230128729,36.1715999,FLOOD,1/7/2010,Lotubae,,,,334,,,,,,,
TURKANA,2.230128729,36.1715999,FLOOD,1/7/2010,Nakwakunyuk,,,,289,,,,,,,
TURKANA,2.230128729,36.1715999,FLOOD,1/7/2010,Lodopua,,,,240,,,,,,,
TURKANA,2.230128729,36.1715999,FLOOD,1/7/2010,Nachibil,,,,198,,,,,,,
TURKANA,2.230128729,36.1715999,FLOOD,1/7/2010,Nabwelynayang,,,,187,,,,,,,
TURKANA,2.230128729,36.1715999,FLOOD,1/7/2010,Emanman,,,,174,,,,,,,
TURKANA,2.230128729,36.1715999,FLOOD,1/7/2010,Naoyatira,,,,156,,,,,,,
TURKANA,2.28529216,35.52208003,FLOOD,1/5/2009,Katilu,,,,,,,,,,,
WEST POKOT,2.301602378,35.08650174,LANDSLIDE,5/13/2013,"Chongis, Losa, Tapach, Tokwopogh and Kaptirpai",,,,,,,673,,,,"673 people were displaced, livestock were swept(117 sheep, 71 goats,38 cows) and 108 maize stores destroyed.Relief assistance was requested."
WEST POKOT,2.301602378,35.08650174,FLOOD,12/31/2009,Nginyang,,,,,,,500,,,,Nginyang bridge was destroyed and transportation of relief food was paralysed
WEST POKOT,2.301602378,35.08650174,FLOOD,12/31/2009,Nyinyang Bridge,,,,,,,500,,,,
WEST POKOT,2.301602378,35.08650174,FLOOD,12/31/2009,,,,,,,,500,,,,
WEST POKOT,2.301602378,35.08650174,FLOOD,4/1/2010,North Pokot,,,,,,,6,,,100,
WEST POKOT,2.301602378,35.08650174,FLOOD,12/27/2009,,,,,60,,,,,,,Kenya - Ethiopia - Sudan roads were cut off
WEST POKOT,2.301602378,35.08650174,FLOOD,12/27/2009,Kenya-Ethiopia-Sudan roads,,,,60,,,,,,,
WEST POKOT,2.301602378,35.08650174,FLOOD,12/27/2010,,,,,60,,,,,,,
WEST POKOT,2.301602378,35.08650174,FLOOD,5/17/2013,central pokot,8,,,,,,,,,,"Juliana, Elisa, Thomas, Tulilenya, Ruth, Kibet,Abraham and Lismsia were confirmed dead."
WEST POKOT,2.301602378,35.08650174,FLOOD,12/27/2010,East Pokot,1,,,,,,,,,,
WEST POKOT,2.301602378,35.08650174,FLOOD,12/27/2009,Chemolingot area,,,,,,,,,,,People in these areas relocated to higher grounds
WEST POKOT,2.301602378,35.08650174,FLOOD,3/1/2010,Kacheliba- Alale road,,,,,,,,,,,
WEST POKOT,2.301602378,35.08650174,FLOOD,4/1/2010,Konyau - Kasei road,,,,,,,,,,,
WEST POKOT,2.301602378,35.08650174,FLOOD,4/1/2010,Konyau - Uganda road,,,,,,,,,,,
WEST POKOT,2.301602378,35.08650174,FLOOD,4/1/2010,Kacheliba- Kanyerus road,,,,,,,,,,,
WEST POKOT,2.301602378,35.08650174,FLOOD,4/1/2010,Alale -Nauyapons road,,,,,,,,,,,
WEST POKOT,2.301602378,35.08650174,DROUGHT,1/3/2011,,,,,,,,,,,,
WEST POKOT,2.301602378,35.08650174,DROUGHT,1/8/2009,Pokot Central,,,,,,,,,,,
WEST POKOT,2.301602378,35.08650174,DROUGHT,1/8/2009,,,,,,,,,,,,
WEST POKOT,2.301602378,35.08650174,DROUGHT,1/8/2009,East Pokot,,,,,,,,,,,
WEST POKOT,2.301602378,35.08650174,EPIDEMIC,1/1/2007,,,,,,,,,,,,
MARSABIT,2.369810698,37.95151854,DROUGHT,1/3/2011,,,,,,,,46134,,,,
MARSABIT,2.369810698,37.95151854,FLOOD,3/30/2013,Marsabit,3,,1,,,,,,,,"Abdi Adan, Roba Korosa & Jane Jira confirmed dead"
MARSABIT,2.369810698,37.95151854,DROUGHT,1/8/2009,Marsabit North,,,,,,,,,,,
MARSABIT,2.369810698,37.95151854,FLOOD,7/3/2010,Burgabo,,,,,,,,,,,
MARSABIT,2.369810698,37.95151854,FLOOD,7/3/2010,Tigo,,,,,,,,,,,
MARSABIT,2.369810698,37.95151854,FLOOD,7/3/2010,Shegen,,,,,,,,,,,
MARSABIT,2.369810698,37.95151854,FLOOD,7/3/2010,Chalbi,,,,,,,,,,,
MARSABIT,2.386414834,38.00359009,FLOOD,4/20/2010,,2,,,120,,,,,,,
WAJIR,2.427886763,39.44414499,DROUGHT,9/3/2011,,,,,,,,,,,,
WAJIR,2.449337101,40.18009376,DROUGHT,9/3/2011,,,,,,,,,,,,
TURKANA,2.539443674,35.84015124,FLOOD,12/27/2009,"Kakongu, Kalemngorok, Lokichar",4,,,15,,,,,,,"Irrigation schemes along River Turkwel were badly affected, 1000 households were in danger of being submerged if the rains continued, 346 households[...]"
WAJIR,2.757441012,39.50949058,FLOOD,10/28/2006,,,,,,,,210,,,,"210 families were affected, Buna Trading Centre, Buna Primary School and sorrounding areas are completely submerged in water"
WAJIR,2.757441012,39.50949058,EPIDEMIC,10/2/2010,Wajir East,,,,,,,7,,,,
WAJIR,2.757441012,39.50949058,EPIDEMIC,1/2/2008,,,18,,,,,,,,,
WAJIR,2.757441012,39.50949058,DROUGHT,9/3/2011,,,,,,,,,,,,
WAJIR,2.757441012,39.50949058,DROUGHT,2/3/2009,,,,,,,,,,,,
WAJIR,2.757441012,39.50949058,FLOOD,7/11/2008,Arbijahan,,,,,,,,,,,
WAJIR,2.757441012,39.50949058,FLOOD,7/11/2008,Danaba,,,,,,,,,,,
WAJIR,2.757441012,39.50949058,FLOOD,7/11/2008,Ogomti,,,,,,,,,,,
WAJIR,2.757441012,39.50949058,FLOOD,7/11/2008,Mansa,,,,,,,,,,,
WAJIR,2.757441012,39.50949058,DROUGHT,1/8/2009,Wajir East,,,,,,,,,,,
WAJIR,2.757441012,39.50949058,DROUGHT,1/8/2009,Wajir West,,,,,,,,,,,
WAJIR,2.757441012,39.50949058,DROUGHT,1/8/2009,Wajir South,,,,,,,,,,,
WAJIR,2.757441012,39.50949058,EPIDEMIC,1/1/2007,,,,,,,,,,,,
MARSABIT,2.785590736,37.00639203,DROUGHT,1/3/2011,,,,,,,,23499,,,,
MARSABIT,2.788167109,37.97074917,FLOOD,9/3/2010,"Burgabo, Tigo, Bubisa, Shengeni and Chalbi",,,,420,,,,,,,
MARSABIT,2.788167109,37.97074917,DROUGHT,1/8/2009,Bubisa,,,,,,,,,,,
TURKANA,2.843509743,36.07273121,FLOOD,1/7/2010,Nadoto,,,,191,,,,,,,
TURKANA,2.852083402,34.88181302,FLOOD,7/5/2013,Turkana central,,,,,,,410,,,,Food and non-food items were donated to victims who had camped in St. Kevin Secondary School and Riverside Academy among others. 
TURKANA,2.852083402,34.88181302,FLOOD,3/1/2010,,2,,,,,,,,,36,
TURKANA,2.852083402,34.88181302,DROUGHT,1/3/2011,,,,,,,,,,,,
MANDERA,3.068411104,40.63626743,DROUGHT,4/26/2009,Wargadud village,,,,,,,,,,,
MARSABIT,3.107299388,38.76128573,DROUGHT,1/3/2011,Sololo,,,,,,,26400,,,,
MARSABIT,3.107299388,38.76128573,FLOOD,3/5/2010,"Mado, Adhi, Waye, Anona",,,,280,,,,,,,70 heavy vehicles were stranded
MARSABIT,3.107299388,38.76128573,DROUGHT,1/3/2011,Sololo,,,,,,,,,,,
MARSABIT,3.107299388,38.76128573,DROUGHT,1/8/2009,Sololo,,,,,,,,,,,
MARSABIT,3.107299388,38.76128573,DROUGHT,4/26/2009,Dambala Fachana - Helu village,,,,,,,,,,,
MARSABIT,3.107299388,38.76128573,FLOOD,4/27/2010,Sololo,,,,,,,,,,,
MANDERA,3.112245395,41.14467562,DROUGHT,9/3/2011,,,,,,,,,,,,
MANDERA,3.112245395,41.14467562,DROUGHT,1/8/2009,Mandera East,,,,,,,,,,,
TURKANA,3.148692255,35.68342731,FLOOD,12/27/2009,Turkana East,5,,,,,,25000,,,,
TURKANA,3.148692255,35.68342731,FLASH FLOOD,10/27/2006,Lodwar,2,,,105,,,5000,835,,,"Water levels were approximately 1 metre high, 3 primary schools were closed and a guest house was affected. 24 farms along the Turkwell river have[...]"
TURKANA,3.148692255,35.68342731,FLOOD,10/5/2010,"Soweto, Napute and Napatete",4,,,,,,4000,,,,
TURKANA,3.148692255,35.68342731,FLOOD,12/27/2009,Turkana Central,5,,,150,,,650,650,,,
TURKANA,3.148692255,35.68342731,FLOOD,8/1/2010,,4,,,100,,,500,,,,"Great North road destroyed at Kakongu, Kalemngorok and Lokichar Irrigation schemes along River Turkwel"
TURKANA,3.148692255,35.68342731,FLOOD,4/1/2010,,5,,,,,,150,,,,
TURKANA,3.148692255,35.68342731,EPIDEMIC,8/8/2009,Turkana Central,33,,,,,,32,,,,
TURKANA,3.148692255,35.68342731,EPIDEMIC,9/20/2009,Turkana North,6,,,,,,12,,,,
TURKANA,3.148692255,35.68342731,EPIDEMIC,9/21/2009,Turkana South,15,,,,,,10,,,,
TURKANA,3.148692255,35.68342731,FLOOD,2/24/2011,"Lodwar, Kanamkemer trading center",,1,,,,,,,,,
TURKANA,3.148692255,35.68342731,FLOOD,12/27/2009,,5,,,150,,,,650,,,
TURKANA,3.148692255,35.68342731,FLOOD,12/27/2009,Turkana South,4,,,15,,,,,,,
TURKANA,3.148692255,35.68342731,FLOOD,12/27/2009,Turkana East,5,,,,,,,,,,"Two schools were destroyed and two health centres severely damaged, Five bridges were washed away"
TURKANA,3.148692255,35.68342731,FLOOD,3/19/2010,Naviket seasonal river,3,,,,,,,,,,
TURKANA,3.148692255,35.68342731,FLOOD,10/5/2010,Lodwar sub-location,3,,,,,,,,,,"villages affected : Nakwamekwi, Napete, Soweto, and Nabute remaining part of bridge extensively damaged"
TURKANA,3.148692255,35.68342731,FLOOD,5/14/2002,,3,,,,,,,,,,
TURKANA,3.148692255,35.68342731,DROUGHT,1/3/2011,,,,,,,,,,,,
TURKANA,3.148692255,35.68342731,FLASH FLOOD,5/9/2011,Turkana,,,,,,,,,,,
TURKANA,3.148692255,35.68342731,DROUGHT,1/3/2011,,,,,,,,,,,,
TURKANA,3.148692255,35.68342731,DROUGHT,1/8/2009,Turkana South,,,,,,,,,,,
TURKANA,3.148692255,35.68342731,DROUGHT,1/8/2009,Turkana North,,,,,,,,,,,
TURKANA,3.148692255,35.68342731,FLOOD,11/14/2008,,,,,,,,,,,,
TURKANA,3.148692255,35.68342731,EPIDEMIC,1/3/2007,,,,,,,,,,,,
WAJIR,3.257731624,39.74131159,FLOOD,2/14/2012,,,,,,,,,,,,
WAJIR,3.260084868,39.40582944,EPIDEMIC,1/1/2009,Bute,1,,,,,,2,,,,Incidences of cholera were reported as from January to June 2009
WAJIR,3.260084868,39.40582944,DROUGHT,9/3/2011,,,,,,,,,,,,
WAJIR,3.260084868,39.40582944,FLOOD,7/11/2008,,,,,,,,,,,,
MANDERA,3.349720385,40.32791106,DROUGHT,9/3/2011,,,,,,,,,,,,
MANDERA,3.349720385,40.32791106,DROUGHT,1/8/2009,Mandera West,,,,,,,,,,,
TURKANA,3.359384558,35.81191202,DROUGHT,1/3/2011,,,,,,,,,,,,
MARSABIT,3.398343693,39.02927685,DROUGHT,1/3/2011,,,,,,,,48324,,,,
MARSABIT,3.398343693,39.02927685,DROUGHT,2/3/2009,,,,,,,,32327,,,,
MARSABIT,3.398343693,39.02927685,FLOOD,10/27/2006,Moyale,,,,,,,9000,,,,The main road from Nairobi and Moyale was rendered impassable
MARSABIT,3.398343693,39.02927685,FLOOD,9/3/2010,Dori village,,,,,,,66,,,,Heavy rains blew off roof tops at Anone Primary School
MARSABIT,3.398343693,39.02927685,EPIDEMIC,3/16/2009,,3,,,,,,44,,,,Acute watery diarrhoea
MARSABIT,3.398343693,39.02927685,EPIDEMIC,1/1/2009,Moyale,10,,,,,,19,,,,Incidences of cholera were reported as from January to June 2009
MARSABIT,3.398343693,39.02927685,DROUGHT,1/8/2009,Moyale,,,,,,,,,,,
MARSABIT,3.398343693,39.02927685,FLOOD,4/3/2010,Dori village,,,,,,,,66,,,
MARSABIT,3.398343693,39.02927685,FLOOD,4/15/2010,Nana,,,,,,,,,,,
MARSABIT,3.398343693,39.02927685,FLOOD,4/15/2010,Bor,,,,,,,,,,,
MARSABIT,3.398343693,39.02927685,FLOOD,4/15/2010,Anona,,,,,,,,,,,
MARSABIT,3.398343693,39.02927685,FLOOD,4/15/2010,Madoadi,,,,,,,,,,,
MARSABIT,3.398343693,39.02927685,FLOOD,4/15/2010,Waye,,,,,,,,,,,
MARSABIT,3.398343693,39.02927685,FLOOD,4/15/2010,Goda,,,,,,,,,,,
MARSABIT,3.398343693,39.02927685,FLOOD,4/15/2010,Kinisa location,,,,,,,,,,,
MARSABIT,3.398343693,39.02927685,FLOOD,4/27/2010,Kati,,,,,,,,,,,
MARSABIT,3.398343693,39.02927685,FLOOD,4/20/2010,Sachana,,,,,,,,,,,
MANDERA,3.507333039,41.40087781,FLOOD,2/16/2010,"Arabia, Bulla Jamhuria",,,,,,,869,,,,"110 toilets sunk, road networks were destroyed, dining hall & administration block at Arabia Girls Secondary both under construction were damaged, 2[...]"
MANDERA,3.549413457,40.70141936,FLOOD,11/13/2008,Mandera East,,,,,,,2610,,,495.7,88km earth canals submerged 8.5km concrete submerged 9.2M worth farm inputs destroyed
MANDERA,3.549413457,40.70141936,EPIDEMIC,1/16/2008,,11,325,,,,,,,,,
MANDERA,3.549413457,40.70141936,DROUGHT,9/3/2011,Mandera East,,,,,,,,,,,
MANDERA,3.549413457,40.70141936,DROUGHT,9/3/2011,Manderr North,,,,,,,,,,,
MANDERA,3.549413457,40.70141936,DROUGHT,9/3/2011,,,,,,,,,,,,
MANDERA,3.549413457,40.70141936,FLOOD,7/11/2008,Kalicha,,,,,,,,,,,
MANDERA,3.549413457,40.70141936,FLOOD,7/11/2008,Qumbiso,,,,,,,,,,,
MANDERA,3.549413457,40.70141936,FLOOD,7/11/2008,Sala,,,,,,,,,,,
MANDERA,3.549413457,40.70141936,FLOOD,7/11/2008,Girrisa,,,,,,,,,,,
MANDERA,3.549413457,40.70141936,FLOOD,7/11/2008,Shantole,,,,,,,,,,,
MANDERA,3.549413457,40.70141936,FLOOD,7/11/2008,Yabicho,,,,,,,,,,,
MANDERA,3.549413457,40.70141936,FLOOD,7/11/2008,Kalmalab,,,,,,,,,,,
MANDERA,3.549413457,40.70141936,EPIDEMIC,1/1/2007,,,,,,,,,,,,
MANDERA,3.572367115,39.94214932,DROUGHT,1/2/2009,Istro village,,,,,,,,,,,
MARSABIT,3.698718094,37.01864157,DROUGHT,1/3/2011,,,,,,,,42000,,,,
MARSABIT,3.698718094,37.01864157,DROUGHT,1/3/2011,Chalbi,,,,,,,20692,,,,
MARSABIT,3.698718094,37.01864157,EPIDEMIC,5/11/2009,Chalbi,11,,,,,,5,,,,
MANDERA,3.718956157,41.28245988,FLOOD,7/11/2008,,,,,,,,,,,,
MANDERA,3.772235464,41.15808023,FLOOD,7/11/2008,,,,,,,,,,,,
MANDERA,3.885639188,41.81483496,FLOOD,7/11/2008,,,,,,,,1200,,,1550,1200 families affected
MANDERA,3.885639188,41.81483496,EPIDEMIC,1/2/2008,,1,105,,,,,,,,,
MANDERA,3.885639188,41.81483496,PLAGUE,12/18/2007,Neboi,,,,,,,,,,,The swarm of locusts were actively feeding on vegetation
MANDERA,3.885639188,41.81483496,DROUGHT,1/3/2011,,,,,,,,,,,,
MANDERA,3.885639188,41.81483496,DROUGHT,1/8/2009,Barwako - Adiba village,,,,,,,,,,,
MANDERA,3.885639188,41.81483496,DROUGHT,1/8/2009,Shashafey village,,,,,,,,,,,
MANDERA,3.885639188,41.81483496,DROUGHT,4/26/2009,Bulla Mpya - Orehe village,,,,,,,,,,,
MANDERA,3.885639188,41.81483496,DROUGHT,4/26/2009,Bulla Jamuhuria - Bulla Power Village,,,,,,,,,,,
MANDERA,3.885639188,41.81483496,DROUGHT,4/26/2009,"Matisi, Bakolow, Marothile Village",,,,,,,,,,,
MANDERA,3.885639188,41.81483496,DROUGHT,4/26/2009,"Mpya, Bulla Mpya Village",,,,,,,,,,,
MANDERA,3.885639188,41.81483496,DROUGHT,4/26/2009,Border Point One - Bulla Jamuria Village,,,,,,,,,,,
MANDERA,3.885639188,41.81483496,FLOOD,7/10/2006,,,,,,,,,,,,Some manyattas were washed away
MANDERA,3.891945397,40.23673622,DROUGHT,9/3/2011,,,,,,,,,,,,
MANDERA,3.891945397,40.23673622,DROUGHT,1/8/2009,Mandera North,,,,,,,,,,,
MANDERA,3.896497693,40.94312537,FLOOD,7/11/2008,,,,,,,,,,,,
TURKANA,3.994556208,35.78266313,DROUGHT,1/3/2011,Turkana East,,,,,,,,,,,
TURKANA,4.475610393,34.52361253,DROUGHT,1/3/2011,Turkana West,,,,,,,,,,,
